"","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales"
"13775","SolarStriker","GB","1989","Shooter","Nintendo","0.4","0.39","0.36","0.04"
"13776","Metal Gear Solid HD Edition","X360","2011","Action","Konami Digital Entertainment","0","0","0.01","0"
"13777","Ailu de Puzzle","PSP","2012","Action","Capcom","0","0","0.04","0"
"13778","NHL 17","XOne","2016","Sports","Electronic Arts","0.13","0.01","0","0.02"
"13779","Grand Theft Auto","PS","1997","Action","Take-Two Interactive","0.79","1.35","0.04","0.14"
"13780","Star Wars: The Force Unleashed II","PC","2010","Action","LucasArts","0.03","0","0","0"
"13781","MLB Inside Pitch 2003","XB","2003","Sports","Microsoft Game Studios","0.09","0.03","0","0"
"13782","NCAA Football 10","PSP","2009","Sports","Electronic Arts","0.19","0","0","0.02"
"13783","Tomb Raider: Anniversary","PS2","2007","Action","Eidos Interactive","0.41","0.02","0","0.07"
"13784","Blue Stinger","DC","1999","Adventure","Activision","0","0","0.1","0"
"13785","Star Wars: The Force Unleashed","PSP","2008","Action","LucasArts","0.43","0.41","0","0.25"
"13786","Grand Theft Auto 2","PS","1998","Action","Take-Two Interactive","1.13","2.07","0","0.22"
"13787","Tiger Woods PGA Tour 09","PSP","2008","Sports","Electronic Arts","0.07","0.19","0","0.1"
"13788","Hyrule Warriors","WiiU","2014","Action","Nintendo","0.61","0.42","0.13","0.1"
"13789","X2: Wolverine's Revenge","GBA","2003","Platform","Activision","0.14","0.05","0","0"
"13790","World Destruction League: Thunder Tanks","PS2","2000","Action","3DO","0.08","0.07","0M","0.02"
"13791","Star Wars Knights of the Old Republic II: The Sith Lords","PC","2005","Role-Playing","LucasArts","0.01","0.04","0","0.01"
"13792","Musashi: Samurai Legend","PS2","2005","Role-Playing","Atari","0.07","0.06M","0","0.02"
"13793","Okaeri! Chibi-Robo! Happy Richie Oosouji","DS","2009","Adventure","Nintendo","0","0","0.14","0"
"13794","Sonic Advance 3","GBA","2004","Platform","THQ","0.74","0.52","0.08","0.06"
"13795","Uchi no 3 Shimai DS","DS","2008","Misc","Culture Brain","0","0","0.02","0"
"13796","Ghostbusters: The Video Game (DS Version)","X360","2009","Action","Take-Two Interactive","1.04","1.24","0.03","0.27"
"13797","Hissatsu Pachinko Collection 3","SNES","1995","Misc","Sunsoft","0","0","0.03","0"
"13798","Samurai Warriors 4-II","PS3","2015","Action","Tecmo Koei","0","0","0.11","0"
"13799","King of Clubs: Mini Golf","Wii","2008","Sports","Oxygen Interactive","90K","0","0","0.01"
"13800","Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi","3DS","2012","Action","Namco Bandai Games","0","0","0.07","0"
"13801","Pro Fishing Challenge","XB","2004","Sports","Atlus","0.02","0","0","0"
"13802","Chou-Kuukan Night Pro Yakyuu King (weekly JP sales)","N64","1996","Sports","Imagineer","0","0","0.19","0"
"13803","Dawn of Mana","PS2","2006","Role-Playing","Square Enix","0.07","0.05","0.29","0.02"
"13804","Hyakka Yakou","PSV","2015","Action","Unknown","0","0","0.01","0"
"13805","Daito Giken Koushiki Pachi-Slot Simulator: Hihouden","PS2","2006","Misc","Daito","0","0","0.11","0"
"13806","Tokyo Xanadu eX+","PS4","2016","Role-Playing","Nihon Falcom Corporation","0","0","0.02","0"
"13807","Plants vs. Zombies: Garden Warfare 2","PS4","2016","Shooter","Electronic Arts","0.17","0.21","0","0.07"
"13808","Tomb Raider: Legend","GC","2006","Action","Eidos Interactive","0.06","0.02","0","0"
"13809","Need for Speed: Most Wanted","PC","2012","Racing","Electronic Arts","0","0.06","0","0.02"
"13810","NFL Xtreme","PS","1998","Sports","Sony Computer Entertainment","0.38","0.26","0","0.05"
"13811","Pokémon: Johto Photo Finish: Game Boy Advance Video","GBA","2004","Misc","N/A","0.11","0.04","0","0"
"13812","Secret Files 2: Puritas Cordis","DS","2009","Adventure","Deep Silver","0","0.01","0","0"
"13813","Royal Palace of White Sword and The City of Gentiles","PS2","2005","Role-Playing","Take-Two Interactive","0","0.51","0","0.62"
"13814","Jak II","PS2","2003","Platform","Sony Computer Entertainment","1.68","0.74","0","0.36"
"13815","Pro Evolution Soccer 2012","PS3","2011","Action","Konami Digital Entertainment","0.34","0.97","0.55","0.33"
"13816","Tales of Destiny","PS2","2006","Role-Playing","Namco Bandai Games","0","0","0.52","0"
"13817","Fate/Extra CCC","PSP","2013","Action","Marvelous Entertainment","0","0","0.12","0"
"13818","Pokémon Mystery Dungeon: Blue Rescue Team","DS","2005","Role-Playing","Nintendo","1.16","0.06","0.83","0"
"13819","Mega Man Battle Network 5: Team Colonel / Protoman","GBA","2004","Role-Playing","Capcom","0.16","0.06","0","0"
"13820","Rayman DS","DS","2005","Platform","Ubisoft","0.21","0.04","0","0.02"
"13821","World of Zoo","PC","2009","Simulation","THQ","0","0.02","0","0.01"
"13822","Star Wars: Dark Forces","PS","1996","Shooter","LucasArts","0.31","0.21","0","0.04"
"13823","Ford Racing 2","PS2","2003","Racing","Empire Interactive","0.49","0.38","0","0.13"
"13824","Metal Gear Solid V: Ground Zeroes","PS3","2014","Action","Konami Digital Entertainment","0.14","0.14","0.27","0.06"
"13825","Dropship: United Peace Force","PS2","2002","Simulation","Sony Computer Entertainment","0.05","0.04","0","0.01"
"13826","Fantastic Four: Rise of the Silver Surfer","Wii","2007","Action","Take-Two Interactive","0.04","0.01","0","0"
"13827","NHL 09","PS3","2008","Sports","Electronic Arts","0.29","0.02","0","0.03"
"13828","Monaco Grand Prix","N64","1999","Racing","Ubisoft","0.03","0.01","0","0"
"13829","Kung Fu Panda: Legendary Warriors","Wii","2008","Action","Activision","0.07","0","0","0"
"13830","Syberia","PC","2002","Action","Microids","0","0.02","0","0"
"13831","Perfect Weapon","PS","1996","Action","American Softworks","0.13","90K","0","0.02"
"13832","Big Mutha Truckers 2","PS2","2005","Racing","Xplosiv","0.1","0.07","0","0.03"
"13833","Horses 3D","3DS","2012","Misc","Ubisoft","0.04","0","0","0"
"13834","Indigo Prophecy","XB","2005","Adventure","Atari","0.07","0.03","0","0"
"13835","WipeOut 3 The Game","X360","2012","Action","Activision","0.2","0","0","0.01"
"13836","Batman: The Brave and the Bold the Videogame","Wii","2010","Action","Warner Bros. Interactive Entertainment","0.22","0.06","0","0.02"
"13837","Rock Band Track Pack Volume 2","X360","2008","Misc","MTV Games","0.16","0.01","0","0.01"
"13838","Cartoon Network Collection: Game Boy Advance Video Volume 1","GBA","2004","Misc","N/A","0.18","0.07","0","0"
"13839","Stuntman","GBA","2003","Racing","Atari","0.03","0.01","0","0"
"13840","Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem","DS","2007","Racing","Zoo Digital Publishing","0.03","0","0","0"
"13841","Mage Knight: Destiny's Soldier","DS","2006","Strategy","Namco Bandai Games","0.02","0","0","0"
"13842","Touch Shot! Love Application","PS3","2012","Adventure","Compile Heart","0","0","0.03","0"
"13843","Speed Kings","XB","2003","Racing","Acclaim Entertainment","0.04","0.01","0","0"
"13844","Kami Naru Kimi to","PSP","2011","Adventure","Idea Factory","0","0","0.02","0"
"13845","Luxor: Pharaoh's Challenge","Wii","N/A","Puzzle","Funsta","0.01","0.03","0","0"
"13846","Killer7","PS2","2005","Action","Capcom","0.04","0.03","0","0.01"
"13847","Winning Post 7 2013","PS3","2013","Sports","Tecmo Koei","0","0","0.05","0"
"13848","Dexter's Laboratory Deesaster Strikes","GBA","2001","Adventure","BAM! Entertainment","0.3","0.11","0","0.01"
"13849","Gran Turismo 4 Prologue","PS2","2003","Racing","Sony Computer Entertainment","0","0.47","0.77","0.17"
"13850","Lego Star Wars: The Force Awakens","PS4","2016","Action","Warner Bros. Interactive Entertainment","0.14","0.32","0","0.08"
"13851","Heroes of the Pacific","PS2","2005","Simulation","Codemasters","0.14","0.11","0","0.04"
"13852","Shenmue II","XB","2002","Adventure","Microsoft Game Studios","0.22","0.08","0","0.01"
"13853","Harry Potter and the Sorcerer's Stone","PS2","2003","Action","Electronic Arts","0.14","0.11","0","0.04"
"13854","Field & Stream: Total Outdoorsman Challenge","X360","2010","Sports","505 Games","0.09","0","0","0.01"
"13855","Record of Agarest War 2","PS3","2010","Role-Playing","Compile Heart","0.09","0","0.04","0.01"
"13856","Conflict: Denied Ops","X360","2008","Shooter","Eidos Interactive","0.08","0.09","0","0.02"
"13857","Charlie and the Chocolate Factory","XB","2005","Adventure","Global Star","0.08","0.02","0","0"
"13858","LEGO Legends of Chima: Laval's Journey","DS","2013","Adventure","Unknown","0","0.03","0","0"
"13859","Akane Iro ni Somaru Saka Parallel","PS2","2008","Adventure","GN Software","0","0","0.03","0"
"13860","Carol Vorderman's Sudoku","PS2","2006","Puzzle","Xplosiv","0","0.23","0","0.05"
"13861","NHL 2004","PS2","2003","Sports","Electronic Arts","0.47","0.37","0","0.12"
"13862","NFL Blitz 20-02","GC","2002","Sports","Midway Games","0.07","0.02","0","0"
"13863","World Soccer Winning Eleven 6 International","PS2","2002","Sports","Konami Digital Entertainment","0.12","1.26","1.16","0.45"
"13864","Final Fight One","GBA","2001","Fighting","Ubisoft","0.09","0.03","0.08","0"
"13865","Rescue Heroes: Billy Blazes","GBA","2003","Action","Vivendi Games","0.06","0.02","0","0"
"13866","Hail to the Chimp","X360","2008","Misc","Gamecock","0.05","0","0","0"
"13867","Sabrina The Teenage Witch: Potion Commotion","GBA","2002","Action","Ubisoft","0.08","0.03","0","0"
"13868","Detective Conan: Phantom Rhapsody","3DS","2014","Action","Namco Bandai Games","0","0","0.03","0"
"13869","Saints Row IV","PC","2013","Action","Deep Silver","0.11","0.06","0","0.02"
"13870","Riding Spirits","PS2","2002","Racing","BAM! Entertainment","0.13","0.1","0","0.03"
"13871","Wedding Planner: Dream Weddings Guaranteed","DS","2010","Simulation","DTP Entertainment","0M","0.01","0","0"
"13872","Buzz! Master Quiz","PSP","2008","Misc","Sony Computer Entertainment","0.2","0.44","0","0.23"
"13873","Saturn Bomberman","SAT","1996","Puzzle","Sega","0","0","0.15","0"
"13874","LEGO Indiana Jones 2: The Adventure Continues","PS3","2009","Action","Activision","0.47","0.3","0","0.13"
"13875","Classic Road","PS","1995","Sports","Victor Interactive","0","0","0.07","0M"
"13876","Transformers: Prime","WiiU","2012","Action","Activision","0.09","0.03","0","0.01"
"13877","Famicom Mini: Nazo no Murasame-Jou","GBA","2004","Action","Nintendo","0","0","0.07","0"
"13878","Second Sight","GC","2004","Adventure","Codemasters","0.04","0.01","0","0"
"13879","Call of Juarez: Bound in Blood","PS3","2009","Shooter","Ubisoft","0.35","0.38","0.01","0.16"
"13880","Sonic Unleashed","X360","2008","Platform","Sega","0.54","0.33","0","0.09"
"13881","XCOM: Enemy Unknown","X360","2012","Strategy","Take-Two Interactive","0.36","0.23","0","0.05"
"13882","Spawn: Armageddon","XB","2003","Action","Electronic Arts","0.13","0.04","0","0.01"
"13883","25 to Life","PS2","2006","Shooter","Eidos Interactive","0.35","0.01","0","0.06"
"13884","Haunting Ground","PS2","2005","Action","Capcom","0.03M","0.03","0","0.01"
"13885","Street Sk8er","PS","1998","Sports","Electronic Arts","0.37","0.25","0","0.04"
"13886","Camp Rock: The Final Jam","DS","2010","Misc","Disney Interactive Studios","0.14","0.02","0","0.01"
"13887","Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen","SNES","1994","Fighting","Angel Studios","0","0","0.12","0"
"13888","Dynasty Warriors 3: Xtreme Legends","PS2","2002","Action","Tecmo Koei","130K","0.1","0.74","0.03"
"13889","The IdolM@ster: One for All","PS3","2014","Misc","Namco Bandai Games","0","0M","0.13","0"
"13890","Super Duper Sumos","GBA","N/A","Action","Unknown","0.02","0.01","0","0"
"13891","Bakusou Kyoudai Let's & Go!! Eternal Wings","PS","1998","Racing","Jaleco","0","0","0.05","0"
"13892","Meitantei Evangelion","PS2","2007","Adventure","Broccoli","0","0","0.02","0"
"13893","Fallout Trilogy","PC","2004","Role-Playing","Ubisoft","0","0.02","0","0"
"13894","428: Fuusa Sareta Shibuya de","PS3","2009","Adventure","Spike","0","0","0.02","0"
"13895","Captain Tsubasa","PS2","2006","Sports","Namco Bandai Games","0","0","0.08","0"
"13896","Foto Frenzy: Spot The Diffrence","DS","2009","Puzzle","Storm City Games","0.29","0","0","0.02"
"13897","Sacred 2: Fallen Angel","PC","2008","Role-Playing","Ascaron Entertainment GmbH","0M","0.05","0","0.01"
"13898","Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu","DS","2010","Strategy","Nintendo","0","0","0.27","0"
"13899","Haze","PS3","2008","Shooter","Ubisoft","0.49","0.33","0.02","0.15"
"13900","Friends: The One with All the Trivia","PS2","2005","Misc","Warner Bros. Interactive Entertainment","0.03","0.02","0","0.01"
"13901","Virtual Pool 64","N64","1998","Sports","Crave Entertainment","0.08","0.02","0","0"
"13902","Hulk Hogan's Main Event","X360","2011","Fighting","505 Games","0.1","0.02","0","0.01"
"13903","Indy 500","2600","N/A","Racing","Atari","0.26","0.01","0","0"
"13904","Super Robot Taisen F","SAT","1997","Strategy","Banpresto","0","0","0.55","0"
"13905","Sega Superstars Tennis","Wii","2008","Sports","Sega","0.28","0.65","0","0.13"
"13906","High Velocity: Mountain Racing Challenge","SAT","1995","Racing","Atlus","0","0","0.12","0"
"13907","Mega Man Star Force 3: Black Ace / Red Joker","DS","2008","Action","Capcom","0.22","0","0.22","0.02"
"13908","Monster Madness: Battle for Suburbia","X360","2007","Shooter","SouthPeak Games","0.1","0","0","0.01"
"13909","Titanic Mystery","DS","2010","Puzzle","PlayV","0.05","0.02","0","0.01"
"13910","MegaTagmension Blanc + Neptune VS Zombies","PSV","2015","Action","Idea Factory International","0.02","0.03","0.05","0.01"
"13911","The X-Factor","X360","2010","Misc","Deep Silver","0","0.08","0","0.01"
"13912","SSX 3","GC","2003","Sports","Electronic Arts","0.29","0.08","0","0.01"
"13913","Ys VIII: Lacrimosa of Dana","PSV","2016","Role-Playing","Nihon Falcom Corporation","0","0","0.09","0"
"13914","Sarah: Keeper of the Unicorn","DS","2009","Adventure","DreamCatcher Interactive","0.02","0","0","0"
"13915","Robocalypse","DS","2008","Strategy","Tecmo Koei","0.07","0","0","0"
"13916","Naruto Shippuden: Gekito Ninja Taisen! EX 2","Wii","2007","Fighting","Takara Tomy","0","0","0.09","0"
"13917","Winter Sports 2011","PS3","2011","Sports","DTP Entertainment","0","0.04","0","0.01"
"13918","The Sum of All Fears","GBA","2002","Shooter","Ubisoft","0.03","0.01","0","0"
"13919","Shonen Jump's One Piece: Grand Adventure","GC","2006","Fighting","Namco Bandai Games","0.03","0.01","0","0"
"13920","SingStar Rocks!","PS2","2006","Misc","Sony Computer Entertainment","0","0.84","0","0.25"
"13921","The Chase: Felix Meets Felicity","DS","2009","Action","Atari","0.04","0","0","0"
"13922","The Crew","X360","2014","Racing","Ubisoft","0.06","0.18","0","0.02"
"13923","Naruto Shippuden 3D: The New Era","3DS","2011","Action","505 Games","0","0.04","0.06","0.01"
"13924","Prinny: Can I Really Be The Hero? (US sales)","PSP","N/A","Action","N/A","0.06","0","0","0"
"13925","Hitman Trilogy","PS2","2007","Action","Eidos Interactive","0.05","0.04","0","0.01"
"13926","NHL 2K8","PS3","2007","Sports","Take-Two Interactive","0.08","0.01","0","0.01"
"13927","Grand Theft Auto IV","X360","2008","Action","Take-Two Interactive","6.76","3.1","0.14","1.03"
"13928","Secret Files: Tunguska","Wii","2008","Adventure","Koch Media","0.05","0.02","0","0.01"
"13929","Utawarerumono: Itsuwari no Kamen","PSV","2015","Adventure","Aqua Plus","0","0","0.07","0M"
"13930","The Darkness","PS3","2007","Shooter","Take-Two Interactive","0.2","0.34","0","0.13"
"13931","Mario Hoops 3 on 3","DS","2006","Sports","Nintendo","0.99","0.04","0.49","0.1"
"13932","Super Dodgeball Brawlers (jp sales)","DS","2008","Sports","Arc System Works","0","0","0.03","0"
"13933","Persona 2: Eternal Punishment","PS","2000","Role-Playing","Atlus","0.03","0.02","0.28","0.02"
"13934","Disney's Atlantis: The Lost Empire","PS","2001","Platform","Sony Computer Entertainment","0.1","0.07","0","0.01"
"13935","Olympic Soccer: Atlanta 1996","PS","1996","Sports","U.S. Gold","0.03","0.02","0","0"
"13936","Crash Team Racing","PS","1999","Racing","Sony Computer Entertainment","2570K","1.57","0.44","0.21"
"13937","Hexyz Force","PSP","2009","Role-Playing","Atlus","0.07","0M","0.06","0.01"
"13938","Revolution X","PS","1995","Shooter","Acclaim Entertainment","0.06","0.04","0","0.01"
"13939","Lunar: Silver Star Harmony","PSP","2009","Role-Playing","GungHo","0.19","0","0.03","0.02"
"13940","Kabushiki Baibai Trainer: Kabutore!","DS","2006","Simulation","Konami Digital Entertainment","0","0","0.1","0"
"13941","Pro Baseball Spirits 2015","PS3","2015","Action","Konami Digital Entertainment","0","0","0.15","0"
"13942","Tomba!","PS","1997","Platform","Sony Computer Entertainment","0.15","0.1","0","0.02"
"13943","Batman: Vengeance","GC","2001","Adventure","Ubisoft","0.2","0.05","0","0.01"
"13944","Star Trek: The Game","PC","2013","Action","Namco Bandai Games","0","0.02","0M","0"
"13945","World Soccer Jikkyou Winning Eleven 3: World Cup France '98","PS","1998","Sports","Konami Digital Entertainment","0","0","0.75","0.05"
"13946","Skylanders: Trap Team","PS3","2014","Action","Activision","0.24","0.33","0","0.12"
"13947","Captain America: Super Soldier","X360","2011","Action","Sega","0.11","0.05","0","0.01"
"13948","Disney Sports Skateboarding","GC","2002","Sports","Konami Digital Entertainment","0.05","0.01","0","0"
"13949","DK: King of Swing","GBA","2005","Platform","Nintendo","0.17","0.06","0","0"
"13950","Last Escort: Club Katze","PSP","2010","Adventure","D3Publisher","0","0M","0.03","0"
"13951","Kiniro no Corda 3","PSP","2010","Adventure","Tecmo Koei","0","0","0.09","0"
"13952","Top Gun: Hard Lock","X360","2012","Action","505 Games","0.03","0.02","0","0"
"13953","Medarot 9: Kabuto Ver. / Kuwagata Ver.","3DS","2015","Role-Playing","Rocket Company","0","0","0.03","0"
"13954","Blood Omen 2","PS2","2002","Action","Eidos Interactive","0.19","0.15","0","0.05"
"13955","Clockwork Empires","PC","N/A","Strategy","Unknown","0","0.03","0","0"
"13956","Star Wars The Clone Wars: Jedi Alliance","DS","2008","Action","LucasArts","0.62","0.11","0","0.07"
"13957","Backyard NBA Basketball","DS","2007","Sports","Atari","0.07","0","0","0.01"
"13958","All-Star Baseball 2004","GC","2003","Sports","Acclaim Entertainment","0.06","0.02","0","0"
"13959","Tokyo Mew Mew","PS","2002","Role-Playing","Takara","0","0","0.02","0"
"13960","Rabbids Go Home","Wii","2009","Platform","Ubisoft","0.26","0.75","0","0.14"
"13961","Risen 2: Dark Waters","PC","2012","Role-Playing","Deep Silver","0","0.19","0","0.04"
"13962","Colin McRae Rally 04","PS2","2003","Racing","Codemasters","0.01","0.71","0.01","0.21"
"13963","Johnny Bazookatone","PS","1995","Platform","U.S. Gold","0.03","0.02","0","0"
"13964","Final Fantasy XI: Treasures of Aht Urhgan","PS2","2006","Role-Playing","Square Enix","0.06","0.05","0.1","0.02M"
"13965","uDraw Studio","Wii","2010","Misc","THQ","1.67","0.58","0","0.2"
"13966","Farming Simulator 2012","3DS","2012","Action","Excalibur Publishing","0","0.12","0","0.02"
"13967","Looney Tunes: Acme Arsenal","X360","2007","Action","Warner Bros. Interactive Entertainment","0.06","0.01","0","0.01"
"13968","Namco Museum","GBA","2001","Misc","Namco Bandai Games","3","1.11","0.05","0.07"
"13969","Pac-Man World 3","GC","2005","Platform","Namco Bandai Games","0.07","0.02","0","0"
"13970","The Voice","WiiU","2014","Action","Activision","0.08","0","0","0.01"
"13971","Risen 2: Dark Waters","PS3","2012","Role-Playing","Deep Silver","0.04","0.14","0.01","0.05"
"13972","Cocoto Magic Circus","Wii","2008","Shooter","Neko Entertainment","0.02","0","0","0"
"13973","Nyaruko-San: Nafushigatai Game no You na Mono","PSV","2013","Adventure","5pb","0","0","0.01","0"
"13974","Fishing Master","Wii","2007","Misc","Konami Digital Entertainment","0.29","0","0","0.02"
"13975","Mafia II","X360","2010","Action","Take-Two Interactive","0.84","0.56","0","0.15"
"13976","My Ballet Studio","Wii","2009","Simulation","505 Games","0.02","0","0","0"
"13977","Toukiden 2","PSV","2016","Action","Tecmo Koei","0","0","0.11","0"
"13978","Reel Fishing","PS","1996","Sports","Natsume","0.99","0.13","0.1","0.04"
"13979","Super Puzzle Fighter II Turbo","PS","1996","Puzzle","Virgin Interactive","0.08","0.05","0","0.01"
"13980","Star Ocean: Till The End of Time","PS2","2003","Role-Playing","Ubisoft","0.8","0.21","0.55","0.15"
"13981","Half-Minute Hero","PSP","2009","Role-Playing","Rising Star Games","0.08","0.02","0.07","0.02"
"13982","18 Wheels of Steel: Extreme Trucker","PC","2009","Racing","Rondomedia","0","0.02","0","0"
"13983","MTV Sports: Pure Ride","PS","2000","Sports","THQ","0.07","0.05","0","0.01"
"13984","Twister Mania","X360","2011","Misc","505 Games","0.1","0.01","0","0.01"
"13985","My Stop Smoking Coach: Allen Carr's EasyWay","DS","2008","Misc","Ubisoft","0.07","0.01","0","0.01"
"13986","Spin Jam","PS","2000","Puzzle","Empire Interactive","0.17","0.12","0","0.02"
"13987","Paws & Claws: Pampered Pets","DS","2009","Simulation","THQ","0.35","0","0","0.03"
"13988","Jade Cocoon 2","PS2","2001","Role-Playing","Ubisoft","0.05","0.04","0","0.01"
"13989","Medabots Girls Mission: Metabee Ver. / Rokusho Ver.","3DS","2016","Role-Playing","Rocket Company","0","0","0.03","0"
"13990","Hamster Heroes","Wii","2008","Puzzle","Popcorn Arcade","0.16","0","0","0"
"13991","Snood 2: On Vacation","GBA","2005","Puzzle","Zoo Digital Publishing","0.01","0","0","0"
"13992","Age of Conan: Rise of the Godslayer","PC","2010","Role-Playing","Funcom","0","0.02","0","0"
"13993","Sega Rally Championship","SAT","1995","Racing","Sega","0.21","0.16","0.77","0.02"
"13994","Wasteland 2","PS4","2015","Role-Playing","Deep Silver","0.07","0","0.01","0.02"
"13995","Just Cause 3","PC","2015","Action","Square Enix","0.03","0.11","0","0.01"
"13996","The Cheetah Girls: Pop Star Sensations","DS","2007","Misc","Disney Interactive Studios","0.1","0","0","0.01"
"13997","Project FIFA World Cup","PS2","2002","Sports","Electronic Arts","0","0","0.1","0"
"13998","Bass Pro Shops: The Strike","X360","2009","Sports","XS Games","0.2","0","0","0.02"
"13999","Super Heroine Chronicle","PSV","2014","Role-Playing","Namco Bandai Games","0","0","0.05","0"
"14000","Tom Clancy's Ghost Recon 2: Summit Strike","XB","2005","Shooter","Ubisoft","0.29","0.08","0","0.01"
"14001","Konami Classics Vol. 2","X360","2009","Misc","Konami Digital Entertainment","0.01","0","0","0"
"14002","Minecraft","XOne","2014","Misc","Microsoft Game Studios","1.43","0.76","0","0.22"
"14003","Doraemon: Nobita no Uchuu Eiyuuki","3DS","2015","Action","FuRyu","0","0","0.06","0"
"14004","RollerCoaster Tycoon","PC","N/A","Strategy","Microprose","0.02","0.02","0","0.01"
"14005","Excite Truck","Wii","2006","Racing","Nintendo","0.4","0.03","0.08","0.04"
"14006","Furious Karting","XB","2003","Racing","Atari","0.01","0","0","0"
"14007","Armor Ambush","2600","1981","Action","Mattel Interactive","0.15","0.01","0","0"
"14008","TOCA Touring Car Championship","PS","1997","Racing","Codemasters","0.07","2","0.02","0.18"
"14009","Dr. Mario / Puzzle League","GBA","2005","Puzzle","Nintendo","0.12","0.04","0.16","0.01"
"14010","Jimmy Neutron: Boy Genius","GBA","2001","Platform","THQ","0.3","0.11","0","0.01"
"14011","Burning Rangers","SAT","1998","Platform","Sega","0","0","0.06","0"
"14012","Sonic & Sega All-Stars Racing","PS3","2010","Racing","Sega","0.36","0.46","0","0.17"
"14013","The King of Fighters: Maximum Impact - Maniax","XB","N/A","Fighting","Unknown","0.02","0.01","0","0"
"14014","F-1 Race","GB","1990","Racing","Nintendo","1.73","0.69","0.59","0.4"
"14015","Break 'Em All","DS","2005","Puzzle","D3Publisher","0.11","0","0","0.01"
"14016","Jikkyou Powerful Pro Yakyuu 3 '97 Haru","SNES","1997","Sports","Konami Digital Entertainment","0","0","0.16","0"
"14017","Mortal Kombat Trilogy","N64","1996","Fighting","GT Interactive","0.72","0.22","0","0.02"
"14018","Gears of War 3","X360","2011","Shooter","Microsoft Game Studios","4.05","1.62","0.07","0.49"
"14019","Dance Dance Revolution: Disney Grooves","Wii","2009","Simulation","Konami Digital Entertainment","0.17","0","0","0.01"
"14020","Lernerfolg Vorschule: Capt'n Sharky","DS","2009","Misc","Tivola","0","0.05","0","0.01"
"14021","Speed Racer: The Videogame","DS","2008","Racing","Warner Bros. Interactive Entertainment","0.29","0.05","0","0.03"
"14022","Terraria","XOne","2014","Action","505 Games","0","0.04","0","0"
"14023","NBA Live 07","PS2","2006","Sports","Electronic Arts","1.07","0.04","0.02","0.17"
"14024","Twilight Syndrome: Kinjiratera Toshi Densetsu","DS","2008","Adventure","Spike","0","0","0.04","0"
"14025","Winning Post 3","PS","1998","Racing","Tecmo Koei","0","0","0.14","0.01"
"14026","Crackdown","X360","2007","Shooter","Microsoft Game Studios","1","0.54","0.03","0.18"
"14027","Triggerheart Excelica Enhanced","PS2","2009","Shooter","Alchemist","0","0K","0.02","0"
"14028","SingStar Abba","PS2","2008","Misc","Sony Computer Entertainment","0.23","0.04","0","1.09"
"14029","Grandia","SAT","1997","Role-Playing","ESP","0","0","0.42","0"
"14030","Dynasty Warriors Next","PSV","2011","Action","Tecmo Koei","0.06","0.07","0.11","0.03"
"14031","WWF WrestleMania 2000","N64","1999","Fighting","THQ","1.2","0.25","0.02","0.02"
"14032","Resistance: Fall of Man","PS3","2006","Shooter","Sony Computer Entertainment","1.73","1.73","0.14","0.75"
"14033","Thor: God of Thunder","DS","2011","Action","Sega","0.09","0.03","0","0.01"
"14034","Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki","SNES","1996","Puzzle","Compile","0","0","0.02","0"
"14035","Legacy of Kain: Defiance","PS2","2003","Action","Eidos Interactive","0.26","0.2","0","0.07"
"14036","The Legend of Zelda: Spirit Tracks","DS","2009","Action","Nintendo","1.43","0.94","0.74","0.27"
"14037","Shrek 2 and Shark Tale 2-in-1 Pack","GBA","2005","Misc","Activision","0.1","0.04","0M","0"
"14038","BeatMania IIDX 4th Style: New Songs Collection","PS2","2001","Simulation","Konami Digital Entertainment","0","0","0.05","0"
"14039","The Next Tetris","PS","1998","Puzzle","Atari","0.45","0.31","0","0.05"
"14040","Tiger Woods PGA Tour 08","PS3","2007","Sports","Electronic Arts","0.22","0.38","0","0.14"
"14041","Neopets Puzzle Adventure","Wii","2008","Puzzle","Capcom","0.19","0.02","0","0.02"
"14042","HardBall 5","PS","1996","Sports","SPS","0.07","0.04","0","0.01"
"14043","7 Days to Die","PS4","2016","Action","Telltale Games","0.03","0.07","0","0.02"
"14044","Clannad","X360","2008","Adventure","Prototype","0","0","0.03","0"
"14045","Colin McRae Rally 3","PS2","2002","Racing","Codemasters","0.03","1.05","0.02","0.3"
"14046","Mobile Suit Gundam: Journey to Jaburo","PS2","2000","Simulation","Namco Bandai Games","0.16","0.13","0.36","0.04"
"14047","Emergency 2012","DS","2010","Simulation","Rondomedia","0","0.02","0","0"
"14048","Achtung Panzer: Kharkov 1943","PC","2010","Strategy","Mamba Games","0","0.01","0","0"
"14049","Go, Diego, Go! Safari Rescue","DS","2007","Adventure","Take-Two Interactive","0.15","0.01","0","0.01"
"14050","Monster Hunter 2","PS2","N/A","Role-Playing","Capcom","0","0","0.63","0"
"14051","Breakaway IV","2600","N/A","Puzzle","Sears","0.2","0.01","0","0K"
