,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total_Sales
12063,Combat Mission: Shock Force,PC,2007,Strategy,Paradox Interactive,0.0,0.03,0.0,0.01,0.04
12064,Disaster: Day of Crisis,Wii,2008,Action,Nintendo,0.0,0.03,0.04,0.0,0.07
12065,Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010,Fighting,Capcom,0.32,0.16,0.03,0.05,0.56
12066,UNO / Skip-Bo / UNO Freefall,DS,2006,Misc,Zoo Digital Publishing,0.1,0.0,0.0,0.01,0.11
12067,Suikoden II,PS,1998,Role-Playing,Konami Digital Entertainment,0.15,0.1,0.38,0.04,0.67
12068,Mobile Suit Gundam: Mokuba no Kiseki,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
12069,NBA Live 96,PS,1996,Sports,Electronic Arts,0.16,0.11,0.04,0.02,0.33
12070,Tetris Worlds (Online Edition),XB,2003,Puzzle,THQ,0.15,0.04,0.0,0.01,0.2
12071,Women's Volleyball Championship,PS2,2007,Sports,Spike,0.0,0.0,0.03,0.0,0.03
12072,Forbidden Siren 2,PS2,2006,Action,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08
12073,Mission: Impossible - Operation Surma,PS2,2003,Platform,Atari,0.14,0.11,0.0,0.04,0.29
12074,Mario vs. Donkey Kong 2: March of the Minis,DS,2006,Puzzle,Nintendo,0.74,0.03,0.36,0.07,1.2
12075,Kingdoms of Amalur: Reckoning,PS3,2012,Role-Playing,Electronic Arts,0.37,0.3,0.09,0.11,0.8699999999999999
12076,RalliSport Challenge 2,XB,2004,Racing,Microsoft Game Studios,0.18,0.08,0.0,0.01,0.27
12077,iCarly 2: iJoin The Click!,Wii,2010,Adventure,Activision,0.08,0.01,0.0,0.01,0.09999999999999999
12078,Max Payne 2: The Fall of Max Payne,PS2,2003,Shooter,Take-Two Interactive,0.65,0.51,0.0,0.17,1.33
12079,Ready 2 Rumble Revolution,Wii,2009,Sports,Atari,0.15,0.0,0.0,0.01,0.16
12080,SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,DS,2010,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
12081,Tales of Destiny,PS,1997,Role-Playing,Namco Bandai Games,0.09,0.06,0.83,0.07,1.05
12082,Frogger's Journey: The Forgotten Relic,GBA,2003,Action,Konami Digital Entertainment,0.18,0.07,0.0,0.0,0.25
12083,Neverland Card Battles,PSP,2008,Role-Playing,Idea Factory,0.04,0.0,0.0,0.01,0.05
12084,Nicktoons: Attack of the Toybots,DS,2007,Platform,THQ,0.04,0.0,0.0,0.0,0.04
12085,Sengoku Basara 2,PS2,2006,Action,Capcom,0.0,0.0,0.26,0.0,0.26
12086,Impossible Creatures,PC,2002,Strategy,Microsoft Game Studios,0.0,0.01,0.0,0.0,0.01
12087,Jikkyou Powerful Major League 2009,Wii,2009,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04
12088,NFL 2K3,PS2,2002,Sports,Atari,1.06,0.08,0.0,0.18,1.32
12090,Adventure Time: Finn & Jake Investigations,X360,2015,Action,Little Orbit,0.02,0.06,0.0,0.01,0.09
12091,Catherine,PS3,2011,Adventure,Deep Silver,0.3,0.15,0.2,0.07,0.72
12092,Help Wanted: 50 Wacky Jobs (jp sales),Wii,2008,Simulation,Hudson Soft,0.0,0.01,0.01,0.0,0.02
12093,Blue Roses: Yousei to Aoi Hitomi no Senshitachi,PSP,2010,Adventure,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04
12094,Mame Goma: Honobo no Nikki,DS,2007,Simulation,TDK Core,0.0,0.0,0.03,0.0,0.03
12095,Lemmings,PSP,2006,Puzzle,Sony Computer Entertainment,0.12,0.52,0.0,0.23,0.87
12096,GRID Autosport,PC,2014,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02
12097,Command & Conquer 3: Deluxe Edition,PC,2008,Strategy,Electronic Arts,0.0,0.02,0.0,0.0,0.02
12098,Disney Sing It! High School Musical 3: Senior Year,PS2,2008,Misc,Disney Interactive Studios,0.09,0.02,0.0,0.34,0.45
12099,NASCAR Unleashed,X360,2011,Racing,Activision,0.11,0.0,0.0,0.01,0.12
12100,Worms Reloaded,PC,2010,Strategy,Team17 Software,0.0,0.04,0.0,0.01,0.05
12101,College Slam,PS,1995,Sports,Acclaim Entertainment,0.1,0.07,0.0,0.01,0.18000000000000002
12102,NBA 2K3,XB,2002,Sports,Sega,0.24,0.07,0.0,0.01,0.32
12103,Rock Revolution,X360,2008,Misc,Konami Digital Entertainment,0.25,0.0,0.0,0.02,0.27
12104,Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts,1.33,1.12,0.08,0.45,2.9800000000000004
12105,Imagine: Gymnast,DS,2008,Simulation,Ubisoft,0.05,0.01,0.0,0.0,0.060000000000000005
12106,Hidden Objects: Mystery Stories,DS,2009,Adventure,GSP,0.19,0.43,0.0,0.05,0.67
12107,Wipeout 2,3DS,2011,Misc,Activision,0.22,0.0,0.0,0.01,0.23
12108,WSC Real 11: World Snooker Championship,X360,2011,Sports,Koch Media,0.0,0.04,0.0,0.01,0.05
12109,Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,PS3,2012,Misc,Fields,0.0,0.0,0.03,0.0,0.03
12110,SWAT: Global Strike Team,XB,2003,Shooter,Vivendi Games,0.13,0.04,0.0,0.01,0.18000000000000002
12111,Mega Man Legacy Collection,PS4,2016,Platform,Capcom,0.06,0.0,0.0,0.01,0.06999999999999999
12113,SBK Superbike World Championship,PS3,2008,Racing,Black Bean Games,0.12,0.11,0.0,0.02,0.24999999999999997
12114,Romance of the Three Kingdoms X,PS2,2005,Strategy,Tecmo Koei,0.04,0.03,0.0,0.01,0.08
12115,True Love Story 3,PS2,2001,Simulation,Enterbrain,0.0,0.0,0.04,0.0,0.04
12116,Big Idea's VeggieTales: LarryBoy and the Bad Apple,PS2,2006,Action,Crave Entertainment,0.01,0.01,0.0,0.0,0.02
12117,Academy of Champions: Soccer,Wii,2009,Sports,Ubisoft,0.1,0.02,0.0,0.01,0.13
12118,FIFA Soccer 2002,PS,2001,Sports,Electronic Arts,0.08,0.06,0.0,0.01,0.15000000000000002
12119,LEGO Marvel's Avengers,WiiU,2016,Action,Warner Bros. Interactive Entertainment,0.12,0.09,0.0,0.02,0.22999999999999998
12120,Higurashi Daybreak Portable,PSP,2008,Adventure,Alchemist,0.0,0.0,0.06,0.0,0.06
12121,Cabela's Big Game Hunter 2005 Adventures,XB,2004,Sports,Activision,0.13,0.04,0.0,0.01,0.18000000000000002
12122,Kid Icarus: Uprising,3DS,2012,Action,Nintendo,0.48,0.35,0.36,0.07,1.26
12123,John Daly's ProStroke Golf,X360,2010,Sports,O-Games,0.01,0.0,0.0,0.0,0.01
12124,The Idolmaster: Gravure For You! Vol. 5,PS3,2012,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
12125,Justice League Heroes: The Flash,GBA,2006,Action,Eidos Interactive,0.02,0.01,0.0,0.0,0.03
12126,LEGO Harry Potter: Years 1-4,DS,2010,Action,Warner Bros. Interactive Entertainment,1.07,1.05,0.0,0.23,2.35
12128,East India Company,PC,2009,Strategy,Paradox Interactive,0.01,0.0,0.0,0.0,0.01
12129,Omerta: City of Gangsters,PS3,2011,Simulation,Konami Digital Entertainment,0.52,0.46,0.0,0.17,1.15
12130,Naruto Shippuden: Ultimate Ninja 5,PS2,2007,Fighting,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17
12131,Puzzler World,DS,2009,Puzzle,Ubisoft,0.41,0.3,0.0,0.07,0.78
12132,Adventure Time: The Secret of the Nameless Kingdom,X360,2014,Action,Little Orbit,0.0,0.08,0.0,0.01,0.09
12133,Kamen Rider: Battride War Genesis,PS3,2016,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04
12134,Skylanders: Spyro's Adventure,3DS,2011,Action,Activision,0.32,0.2,0.0,0.05,0.5700000000000001
12135,Backyard Baseball 2006,GBA,2005,Sports,Atari,0.25,0.09,0.0,0.01,0.35
12136,Doom,PS,1994,Shooter,Infogrames,0.43,0.3,0.0,0.05,0.78
12137,Bomberman 64: The Second Attack!,N64,1999,Adventure,Hudson Soft,0.05,0.01,0.11,0.0,0.17
12138,MLB 10: The Show,PS2,2010,Sports,Sony Computer Entertainment,0.2,0.16,0.0,0.05,0.41
12139,FlatOut 2,XB,2006,Racing,Empire Interactive,0.03,0.01,0.0,0.0,0.04
12140,Dead or Alive Xtreme 3: Venus,PSV,2016,Sports,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
12141,Sakura Taisen Hanagumi Tsuushin,SAT,1997,Misc,Sega,0.0,0.0,0.11,0.0,0.11
12142,Persona 4: Arena,X360,2012,Fighting,Atlus,0.08,0.02,0.03,0.01,0.14
12143,The Sum of All Fears,GC,2003,Shooter,Ubisoft,0.03,0.01,0.0,0.0,0.04
12144,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,DS,2006,Misc,IE Institute,0.0,0.0,0.66,0.0,0.66
12145,Saints Row,X360,2006,Action,THQ,1.17,0.78,0.02,0.22,2.19
12146,Glacier2,Wii,2009,Racing,Zoo Games,0.04,0.0,0.0,0.0,0.04
12147,World of Warcraft: Mists of Pandaria,PC,2012,Role-Playing,Activision,0.84,0.76,0.0,0.23,1.83
12148,That's So Raven 2: Supernatural Style,GBA,2005,Adventure,Disney Interactive Studios,0.37,0.14,0.0,0.01,0.52
12149,Chokkan! Asonde Relaxuma,DS,2008,Action,Rocket Company,0.0,0.0,0.01,0.0,0.01
12150,Dragon Quest VII: Warriors of Eden,3DS,2013,Role-Playing,Square Enix,0.07,0.04,1.3,0.01,1.4200000000000002
12151,Arena Football,XB,2006,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.15000000000000002
12152,Game & Wario,WiiU,2013,Misc,Nintendo,0.06,0.06,0.11,0.01,0.24
12153,Full Auto 2: Battlelines,PS3,2006,Racing,Sega,0.14,0.02,0.0,0.02,0.18
12154,Call of Duty 3,X360,2006,Shooter,Activision,1.49,0.93,0.02,0.27,2.71
12155,AC/DC LIVE: Rock Band Track Pack,PS3,2008,Misc,MTV Games,0.21,0.01,0.0,0.02,0.24
12156,Dragon Ball: Daimaou Fukkatsu,NES,1988,Role-Playing,Namco Bandai Games,0.0,0.0,1.25,0.0,1.25
12157,Tak: The Great Juju Challenge,GC,2005,Platform,THQ,0.12,0.03,0.0,0.0,0.15
12158,Shin Megami Tensei: Nocturne,PS2,2003,Role-Playing,Ghostlight,0.07,0.05,0.25,0.02,0.39
12159,Front Mission Evolved,X360,2010,Shooter,Square Enix,0.1,0.07,0.02,0.02,0.21
12160,Sentimental Graffiti 2,DC,2000,Adventure,NEC Interchannel,0.0,0.0,0.08,0.0,0.08
12161,Bust-A-Move 3000,GC,2003,Puzzle,Ubisoft,0.01,0.0,0.0,0.0,0.01
12162,Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,2001,Fighting,Capcom,0.22,0.17,0.3,0.06,0.75
12163,Zumba Fitness 2,Wii,2011,Sports,Majesco Entertainment,1.54,1.07,0.0,0.28,2.8900000000000006
12164,Balloon Pop 2,3DS,2012,Puzzle,UFO Interactive,0.01,0.0,0.0,0.0,0.01
12165,Wizardry: Tale of the Forsaken Land,PS2,2001,Role-Playing,Ubisoft,0.04,0.03,0.0,0.01,0.08
12166,AMNESIA World,PSV,2014,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
12167,LEGO Racers 2,PS2,2001,Racing,Electronic Arts,0.06,0.05,0.0,0.02,0.13
12168,Halo 5: Guardians,XOne,2015,Shooter,Microsoft Game Studios,2.64,1.2,0.03,0.39,4.26
12169,Dogz,DS,2006,Simulation,Ubisoft,0.51,0.02,0.0,0.04,0.5700000000000001
12170,From TV Animation One Piece: Yume no Lufy Kaizokudan Tanjou!,GB,2001,Role-Playing,Banpresto,0.0,0.0,0.39,0.0,0.39
12171,Ford Racing 2,XB,2003,Racing,Empire Interactive,0.11,0.03,0.0,0.01,0.15000000000000002
12172,Bakugan: Battle Brawlers,PS2,2009,Action,Activision,0.21,0.16,0.0,0.05,0.42
12173,J-League Winning Eleven 2010: Club Championship,PS2,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,0.05
12174,Pirates vs Ninja Dodgeball,Wii,2009,Sports,SouthPeak Games,0.05,0.0,0.0,0.0,0.05
12175,Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,DS,2007,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
12176,Imagine: Babyz Fashion,DS,2009,Simulation,Ubisoft,0.19,0.0,0.0,0.01,0.2
12178,Need for Speed: Most Wanted,DS,2005,Racing,Electronic Arts,0.24,0.01,0.0,0.02,0.27
12179,GT Advance 3: Pro Concept Racing,GBA,2002,Racing,THQ,0.05,0.02,0.0,0.0,0.07
12180,Prison Break: The Conspiracy,PS3,2010,Action,Deep Silver,0.05,0.16,0.0,0.05,0.26
12181,Destiny,XOne,2014,Shooter,Activision,2.13,0.92,0.0,0.23,3.28
12182,AC/DC LIVE: Rock Band Track Pack,PS2,2008,Misc,MTV Games,0.08,0.06,0.0,0.02,0.16
12183,Maximo: Ghosts to Glory,PS2,2001,Platform,Capcom,0.38,0.29,0.0,0.1,0.7699999999999999
12184,Tiger Woods PGA Tour 2001,PS2,2001,Sports,Electronic Arts,0.36,0.28,0.0,0.09,0.73
12185,World Championship Poker: Featuring Howard Lederer - All In,X360,2006,Misc,Oxygen Interactive,0.04,0.0,0.0,0.0,0.04
12186,Naruto Shippuden: Ultimate Ninja Heroes 3,PSP,2009,Fighting,Namco Bandai Games,0.13,0.04,0.19,0.03,0.39
12187,Need for Speed Rivals,PS4,2013,Racing,Electronic Arts,0.73,0.91,0.03,0.22,1.8900000000000001
12188,Demigod,PC,2009,Strategy,Atari,0.0,0.02,0.0,0.0,0.02
12189,Madden NFL 08,Wii,2007,Sports,Electronic Arts,0.82,0.01,0.0,0.07,0.8999999999999999
12190,Backyard Sports: Sandlot Sluggers,X360,2010,Sports,Atari,0.09,0.0,0.0,0.01,0.09999999999999999
12191,Heatseeker,Wii,2007,Action,Codemasters,0.08,0.0,0.0,0.01,0.09
12192,Pengo,2600,1983,Adventure,Atari,0.38,0.02,0.0,0.0,0.4
12193,Herbie: Fully Loaded,GBA,2005,Racing,Disney Interactive Studios,0.24,0.09,0.0,0.01,0.33999999999999997
12194,SOCOM 4: U.S. Navy SEALs,PS3,2011,Shooter,Sony Computer Entertainment,0.66,0.12,0.04,0.08,0.9
12195,Imagine: Resort Owner,DS,2010,Strategy,Ubisoft,0.05,0.0,0.0,0.0,0.05
12196,Bodycount,PS3,2011,Shooter,Codemasters,0.05,0.06,0.0,0.02,0.13
12197,Diablo II,PC,2000,Role-Playing,Havas Interactive,0.01,0.09,0.0,0.02,0.12
12198,Europa Universalis III Complete,PC,2008,Strategy,Paradox Interactive,0.0,0.02,0.0,0.0,0.02
12199,Let's Play Flight Attendant,DS,2010,Simulation,Deep Silver,0.02,0.0,0.0,0.0,0.02
12200,Big Bass World Championship,PS,1997,Sports,Starfish,0.2,0.14,0.0,0.02,0.36000000000000004
12201,1000 Cooking Recipes from ELLE à table,DS,2010,Misc,Nintendo,0.0,0.02,0.0,0.0,0.02
12202,Yu-Gi-Oh! The Dawn of Destiny,XB,2004,Strategy,Konami Digital Entertainment,0.23,0.07,0.0,0.01,0.31000000000000005
12203,TMNT,X360,2007,Action,Ubisoft,0.47,0.04,0.0,0.04,0.55
12204,Dave Mirra BMX Challenge,PSP,2006,Sports,Oxygen Interactive,0.06,0.0,0.0,0.01,0.06999999999999999
12205,SOCOM: U.S. Navy SEALs Confrontation,PS3,2008,Shooter,Sony Computer Entertainment,0.94,0.17,0.02,0.13,1.2599999999999998
12206,NHL FaceOff '97,PS,1996,Sports,Sony Computer Entertainment,0.26,0.17,0.0,0.03,0.4600000000000001
12207,Sudeki,XB,2004,Role-Playing,Microsoft Game Studios,0.14,0.04,0.0,0.01,0.19000000000000003
12208,Micro Machines,PS2,2002,Racing,Atari,0.07,0.05,0.0,0.02,0.14
12209,Bakugan: Battle Brawlers,Wii,2009,Action,Activision,0.6,0.03,0.0,0.05,0.68
12210,Family Fest Presents Circus Games,Wii,2008,Misc,Ubisoft,0.1,0.29,0.0,0.05,0.44
12211,Terminator 3: Rise of the Machines,GBA,2003,Action,Atari,0.04,0.02,0.0,0.0,0.06
12212,Test Drive: Off Road,PS,1997,Racing,Eidos Interactive,0.65,0.44,0.0,0.08,1.1700000000000002
12213,Tales of Zestiria,PS4,2015,Role-Playing,Namco Bandai Games,0.16,0.15,0.02,0.06,0.39
12214,Ouka Sengoku Portable,PSP,2012,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01
12215,Aqua Aqua,PS2,2000,Puzzle,3DO,0.05,0.04,0.0,0.01,0.09999999999999999
12216,King's Bounty: Armored Princess,PC,2009,Role-Playing,1C Company,0.0,0.01,0.0,0.0,0.01
12217,Summer Athletics 2009,X360,2009,Sports,49Games,0.0,0.04,0.0,0.0,0.04
12218,Chopper Command,2600,1982,Shooter,Activision,0.47,0.03,0.0,0.01,0.51
12219,Dance Factory,PS2,2006,Action,Codemasters,0.02,0.01,0.0,0.0,0.03
12220,NES Open Tournament Golf,NES,1991,Sports,Nintendo,0.41,0.1,0.47,0.02,1.0
12221,LEGO Legends of Chima: Laval's Journey,3DS,2013,Adventure,Warner Bros. Interactive Entertainment,0.18,0.1,0.0,0.03,0.31000000000000005
12222,Frogger 2: Swampy's Revenge,PS,1999,Action,Hasbro Interactive,0.8,0.54,0.0,0.09,1.4300000000000002
12223,The Walking Dead: Season One,PC,2012,Adventure,Avanquest Software,0.0,0.03,0.0,0.01,0.04
12224,X-Plane 10 Global,PC,2013,Simulation,Aerosoft,0.0,0.02,0.0,0.0,0.02
12225,Championship Bass,PS,1999,Sports,Electronic Arts,0.18,0.12,0.0,0.02,0.32
12226,Test Drive: Eve of Destruction,XB,2004,Racing,Atari,0.07,0.02,0.0,0.0,0.09000000000000001
12227,Tekken 6,PSP,2009,Fighting,Namco Bandai Games,0.15,0.04,0.1,0.03,0.32000000000000006
12228,Space Chimps,DS,2008,Platform,Brash Entertainment,0.05,0.0,0.0,0.0,0.05
12229,Need for Speed Rivals,X360,2013,Racing,Electronic Arts,0.37,0.38,0.01,0.08,0.84
12230,WRC 2: FIA World Rally Championship,PS3,2011,Racing,Ubisoft,0.0,0.13,0.0,0.04,0.17
12231,Top Gear Rally,N64,1997,Racing,Kemco,0.32,0.07,0.0,0.0,0.39
12232,Marvel vs. Capcom: Clash of Super Heroes,DC,1999,Fighting,Capcom,0.0,0.0,0.1,0.0,0.1
12233,Carnival Games: Mini Golf,Wii,2008,Sports,Take-Two Interactive,0.87,0.56,0.0,0.15,1.58
12234,Fighting Fantasy: The Warlock of Firetop Mountain,DS,2009,Role-Playing,Aspyr,0.09,0.0,0.0,0.01,0.09999999999999999
12235,Moujuutsukai to Oujisama,PS2,2010,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
12236,Time Travelers,3DS,2012,Adventure,Unknown,0.0,0.0,0.04,0.0,0.04
12237,NBA Hoopz,PS,2001,Sports,Midway Games,0.07,0.05,0.0,0.01,0.13
12238,Sid Meier's Pirates!,XB,2005,Strategy,Take-Two Interactive,0.11,0.03,0.0,0.01,0.15000000000000002
12239,Namco Museum: Virtual Arcade,X360,2008,Misc,Atari,0.27,0.01,0.01,0.02,0.31000000000000005
12240,SimAnimals,DS,2009,Simulation,Electronic Arts,0.26,0.21,0.0,0.06,0.53
12241,Sengoku Musou 3 Z Special,PSP,2012,Action,Ackkstudios,0.0,0.0,0.04,0.0,0.04
12242,Buzz! The Music Quiz,PS2,2005,Misc,Sony Computer Entertainment,0.0,1.18,0.0,0.43,1.6099999999999999
12243,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,X360,2010,Sports,Sega,0.08,0.13,0.0,0.03,0.24000000000000002
12244,Winter Heat,SAT,1996,Sports,Sega,0.0,0.0,0.11,0.0,0.11
12245,Need For Speed: Undercover,Wii,2008,Racing,Electronic Arts,0.27,0.32,0.0,0.07,0.6600000000000001
12246,Petz Fantasy 3D,3DS,2011,Simulation,Ubisoft,0.07,0.0,0.0,0.0,0.07
12247,The Lord of the Rings: Conquest,DS,2009,Action,Electronic Arts,0.09,0.01,0.0,0.01,0.10999999999999999
12248,Millipede / Super Breakout / Lunar Lander,GBA,2005,Misc,Zoo Digital Publishing,0.03,0.01,0.0,0.0,0.04
12249,Blazing Angels: Squadrons of WWII,PC,2006,Simulation,Ubisoft,0.01,0.0,0.0,0.0,0.01
12250,Cabela's North American Adventures,PSP,2010,Sports,Activision,0.08,0.0,0.0,0.01,0.09
12251,NCAA Football 07,X360,2006,Sports,Electronic Arts,0.67,0.0,0.0,0.06,0.73
12252,Dino Master: Dig Discover Duel,DS,2005,Strategy,Majesco Entertainment,0.06,0.0,0.0,0.0,0.06
12253,Metroid: Other M,Wii,2010,Action,Nintendo,0.87,0.31,0.13,0.1,1.4100000000000001
12254,Dragon Quest Monsters: Joker 2,DS,2010,Role-Playing,Square Enix,0.11,0.08,1.24,0.02,1.45
12255,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE,PS2,2006,Misc,Sega,0.0,0.0,0.24,0.0,0.24
12256,Worldwide Soccer Manager 2006,PC,2004,Sports,Sega,0.0,0.01,0.0,0.0,0.01
12257,Code of Princess,3DS,2012,Action,Agatsuma Entertainment,0.16,0.0,0.03,0.01,0.2
12258,Pop'n TwinBee: Rainbow Bell Adventure,SNES,1993,Platform,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
12259,Magi: The Labyrinth of Beginning,3DS,2013,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
12260,Onechanbara: Bikini Samurai Squad,X360,2006,Action,D3Publisher,0.11,0.01,0.0,0.01,0.13
12261,Monster Mayhem: Build and Battle,DS,2009,Simulation,Zushi Games,0.02,0.0,0.0,0.0,0.02
12262,PDC World Championship Darts 2008,Wii,2008,Sports,Oxygen Interactive,0.02,0.21,0.0,0.01,0.24
12263,Blade Dancer: Lineage of Light,PSP,2006,Role-Playing,Atari,0.05,0.0,0.0,0.0,0.05
12264,Disney's Brother Bear,GBA,2003,Action,THQ,0.28,0.1,0.0,0.01,0.39
12265,TrackMania Turbo,PC,2016,Action,Ubisoft,0.0,0.01,0.0,0.0,0.01
12266,Mary King's Riding School 2,Wii,2009,Simulation,Midas Interactive Entertainment,0.0,0.02,0.0,0.0,0.02
12267,Call of Duty: Black Ops 3,X360,2015,Shooter,Activision,1.11,0.48,0.0,0.16,1.75
12268,Smashing Drive,XB,2002,Racing,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04
12269,Pride FC: Fighting Championships,PS2,2003,Fighting,THQ,0.15,0.11,0.0,0.04,0.3
12270,Infinite Stratos 2: Love and Purge,PSV,2015,Action,5pb,0.0,0.0,0.01,0.0,0.01
12271,Totally Spies! 2: Undercover,DS,2006,Action,Atari,0.01,0.01,0.0,0.0,0.02
12272,The Legend of Heroes: A Tear of Vermillion,PSP,2005,Role-Playing,Namco Bandai Games,0.08,0.0,0.0,0.01,0.09
12273,Sands of Destruction,DS,2008,Role-Playing,Sega,0.09,0.0,0.13,0.01,0.23
12274,Bleach DS 4th: Flame Bringer,DS,2009,Action,Sega,0.0,0.0,0.03,0.0,0.03
12275,Boom Blox Bash Party,Wii,2009,Puzzle,Electronic Arts,0.34,0.09,0.0,0.04,0.47000000000000003
12276,Ninokuni: Shikkoku no Madoushi,DS,2010,Role-Playing,Level 5,0.0,0.0,0.54,0.0,0.54
12277,NBA 2K15,PS3,2014,Sports,Take-Two Interactive,0.86,0.27,0.02,0.22,1.3699999999999999
12278,NBA Jam,PS3,2010,Sports,Electronic Arts,0.22,0.12,0.0,0.06,0.39999999999999997
12279,Top Spin 4,X360,2011,Sports,Take-Two Interactive,0.15,0.23,0.0,0.04,0.42
12280,Pong / Asteroids / Yars' Revenge,GBA,2005,Misc,Zoo Digital Publishing,0.05,0.02,0.0,0.0,0.07
12281,The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,1.69,0.87,0.14,0.42,3.12
12282,Zenses: Ocean,DS,2008,Puzzle,Game Factory,0.11,0.01,0.0,0.01,0.13
12283,Let's TAP,Wii,2008,Misc,Sega,0.09,0.06,0.01,0.02,0.18
12284,Resident Evil Zero,PS4,2016,Action,Capcom,0.09,0.17,0.05,0.05,0.36
12285,Maximum Racing: GP Classic Racing,Wii,2010,Racing,Nordic Games,0.03,0.0,0.0,0.0,0.03
12286,Ty the Tasmanian Tiger 2: Bush Rescue,GC,2004,Platform,Electronic Arts,0.15,0.04,0.0,0.01,0.2
12287,Boku no Natsuyasumi,PS,2000,Adventure,Sony Computer Entertainment,0.0,0.0,0.37,0.03,0.4
12288,Mahjong Kakutou Club: Zenkoku Taisenban,PS3,2006,Misc,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
12289,Just Dance 2016,PS3,2015,Misc,Ubisoft,0.1,0.08,0.0,0.04,0.22
12290,Adrenalin Misfits,X360,2010,Racing,Konami Digital Entertainment,0.12,0.02,0.0,0.01,0.15
12291,Smart Girl's Playhouse,DS,2007,Misc,505 Games,0.24,0.0,0.0,0.02,0.26
12292,Jackass the Game,PS2,2007,Action,Empire Interactive,0.14,0.11,0.0,0.04,0.29
12293,Smashing Drive,GBA,2004,Racing,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03
12294,Metro 2033,PC,2010,Shooter,THQ,0.0,0.19,0.0,0.05,0.24
12295,Bully,PS2,2006,Action,Take-Two Interactive,0.75,0.03,0.04,0.12,0.9400000000000001
12296,And1 Streetball,XB,2006,Action,Ubisoft,0.06,0.02,0.0,0.0,0.08
12297,Dragon Force,SAT,1996,Strategy,Sega,0.0,0.0,0.3,0.0,0.3
12298,Tokimeki Memorial: Taisen Pazurudama,SAT,1996,Puzzle,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08
12299,Tiger Woods PGA Tour 12: The Masters,Wii,2011,Sports,Electronic Arts,0.21,0.13,0.0,0.03,0.37
12300,Star Wars The Clone Wars: Republic Heroes,X360,2009,Action,LucasArts,0.18,0.17,0.0,0.04,0.38999999999999996
12301,Tamagotchi no Doki Doki Dream Omisecchi,3DS,2013,Simulation,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
12302,Winning Post 4 Maximum,PS2,2000,Sports,Tecmo Koei,0.0,0.0,0.06,0.0,0.06
12303,The Incredibles,GC,2004,Action,THQ,0.65,0.17,0.0,0.02,0.8400000000000001
12304,EA Sports UFC,XOne,2014,Sports,Electronic Arts,0.3,0.12,0.0,0.04,0.45999999999999996
12305,Tom Clancy's HAWX 2,X360,2010,Action,Ubisoft,0.24,0.09,0.01,0.03,0.37
12306,GoldenEye: Rogue Agent,DS,2005,Shooter,Electronic Arts,0.1,0.0,0.0,0.01,0.11
12307,Mobile Suit Gundam: Encounters in Space,PS2,2003,Simulation,Namco Bandai Games,0.05,0.04,0.61,0.01,0.71
12309,Rugby League Live 3,PS3,2015,Action,Tru Blu Entertainment,0.0,0.03,0.0,0.0,0.03
12310,BlazBlue: Calamity Trigger,PS3,2009,Fighting,PQube,0.36,0.1,0.06,0.06,0.5800000000000001
12311,Breath of Fire III,PS,1997,Role-Playing,Capcom,0.29,0.19,0.46,0.07,1.01
12312,NCAA College Basketball 2K3,PS2,2002,Sports,Sega,0.12,0.09,0.0,0.03,0.24
